Date,Equal Weight,Shrinkage Risk Parity,cDCC Risk Parity,Shrinkage Minimum Variance,cDCC Minimum Variance
2022-09-08,1.04292773880638,1.0373791033258668,1.038806297071539,1.0491831118276231,1.0386317378690395
2022-09-09,1.0504976636763808,1.0417182855621234,1.043435129567733,1.050360578287883,1.0413225770459078
2022-09-12,1.053575645892127,1.0426713837397517,1.0447025659944822,1.0479817336628128,1.0404885346722375
2022-09-13,1.0381429209014572,1.0336551035189623,1.0351279871566337,1.0421730345353695,1.0360347789565267
2022-09-14,1.0421449314310758,1.036993243491195,1.0381304293056859,1.0465382616101786,1.0388354195284502
2022-09-15,1.0252505639983691,1.0244528190543292,1.0255266377513885,1.0368423006455436,1.0281986841005544
2022-09-16,1.0267900346599672,1.0251918272432177,1.0260938581614487,1.0388488730216847,1.0278947743224824
2022-09-20,1.015715429108148,1.0166870748659844,1.0175938501730801,1.032783700935069,1.0218008214089038
2022-09-21,1.0110524851407126,1.0136954064367723,1.014138870053257,1.0321981161285498,1.0211179071675591
2022-09-22,1.005001406844323,1.0086751980275468,1.0095378187432877,1.0285921285347095,1.0177454182106225
2022-09-26,0.9857394168932775,0.9903907193788895,0.991246167662638,1.0133376266074032,0.9994357153219598
2022-09-27,0.9837117732653501,0.987249212214745,0.9880195800571913,1.011622306640736,0.995157262424388
2022-09-28,1.0016674581623215,1.0009760103817456,1.000696768321188,1.0203681189464222,1.0002956819364666
2022-09-29,0.9951757228347503,0.9976717888132632,0.997354891814004,1.0184965121727598,1.0007581588790337
2022-09-30,1.002824212434849,1.0055302707240725,1.005143128228218,1.0245271288926705,1.010323778590757
2022-10-03,1.0167312778888518,1.0161502210031947,1.0169558491778243,1.0334799244641029,1.0209365857472346
2022-10-04,1.0369533070938863,1.031675480743463,1.0334506517749964,1.045287579836934,1.0336978964131076
2022-10-05,1.029592225078023,1.0253455606376378,1.0277403601575787,1.0390694166948846,1.0279450649711175
2022-10-06,1.025302350720032,1.0218269273241585,1.024663461896483,1.0368474144706115,1.026996138725369
2022-10-07,1.0132824099949158,1.01150675967734,1.0156105783178802,1.0286328849952713,1.0197956763571476
2022-10-11,1.0091240136601853,1.0086491686220782,1.0113684891565706,1.0276057516037487,1.0153648230909889
2022-10-12,1.0048320861446964,1.0052614623601777,1.0091750334181993,1.0265523206840748,1.0163860627516292
2022-10-13,1.0172324171367495,1.0128647794747272,1.0152902349546313,1.0281952526006513,1.0142258101336636
2022-10-14,1.0192948228968137,1.0163178069149792,1.0162208516154476,1.032983687319163,1.0156482821158581
2022-10-17,1.0364234950717606,1.0271881470420707,1.0258645794728454,1.0373562490705366,1.018696254838821
2022-10-18,1.0444874741536525,1.0337651259466483,1.0307085735592454,1.0426219630247675,1.021906639001008
2022-10-19,1.038309351258576,1.029219402214724,1.0253108894636198,1.0375271133744715,1.0159860750069185
2022-10-20,1.0384361023929742,1.0280411271564631,1.025386178557227,1.034921847016446,1.01567168447111
2022-10-21,1.045473632164644,1.0313852165016992,1.0301474379517959,1.0371679610647735,1.0192814539528032
2022-10-24,1.0359235587699926,1.0245035033170329,1.0206498740002607,1.0293656830263933,1.008397490855531
2022-10-25,1.0532980066937787,1.0373133290059522,1.0329363988961398,1.0400758204007257,1.0174570561925862
2022-10-26,1.061198785206941,1.045652403751649,1.0421587453252348,1.0491757972932638,1.0276849005966602
2022-10-27,1.0580803162202914,1.0450834221603484,1.039529202170551,1.0509251986804697,1.0253770601464887
2022-10-28,1.0552584867049655,1.0428192099333158,1.0381767372449215,1.0492287016799067,1.0224220892060667
2022-10-31,1.060605618917355,1.0480612129887545,1.0428066477296387,1.0533778605832205,1.0279128506166875
2022-11-01,1.0723716667852967,1.0561771951544967,1.0524936265208125,1.060068363266047,1.037246749032237
2022-11-02,1.0600375183832782,1.0466398444301508,1.0421069655968622,1.0512644962008741,1.028119499435322
2022-11-04,1.0758814664277878,1.0536393712529182,1.0530971712578474,1.0504307727679476,1.0347043182777358
2022-11-07,1.068110470601181,1.047406173415709,1.0458184397242933,1.043179961986724,1.0270025494665125
2022-11-08,1.076784140022664,1.055444325253385,1.0526929454587075,1.0494164098284078,1.0357927615771454
2022-11-09,1.064558988463504,1.0476512964824636,1.0429422212658,1.043820746293878,1.0292560047858328
2022-11-10,1.0934450185985958,1.0681077730337785,1.0651407884278818,1.0589296623276447,1.0456647137799926
2022-11-11,1.0851149598285172,1.0622079675806972,1.060404527530457,1.0507067014547742,1.0416511910112
2022-11-14,1.0645532415264447,1.0469215671565115,1.043705957439654,1.0381166546850344,1.0293641280735029
2022-11-15,1.0721955362166913,1.0528205243208903,1.0500615426135977,1.0425515115816666,1.0340875138913468
2022-11-16,1.0646878973088914,1.0493134917850278,1.0446237430020062,1.0418458663135148,1.0308888269930836
2022-11-17,1.0621391390345525,1.0484893913660152,1.0433887388310932,1.0424764926071795,1.0309140190736805
2022-11-18,1.0664716024972574,1.0508719906034873,1.04547849371198,1.0440686151849234,1.0306597441687406
2022-11-21,1.064542487703336,1.0505872367635123,1.0445003920145746,1.0452604245321493,1.0303414340908688
2022-11-22,1.0794303706300565,1.060834602106961,1.054884254487086,1.052800978336918,1.0366491134074616
2022-11-25,1.066071108973966,1.0503255119539006,1.0439604493920098,1.042900098631052,1.0269726331494806
2022-11-28,1.0617498158986316,1.0478746807214365,1.0413339636133612,1.0432307833558416,1.026950959585706
2022-11-29,1.0606099791174035,1.045571053469386,1.0409478684933025,1.0405813404879307,1.0268997080912508
2022-11-30,1.0713641617206406,1.051908240238703,1.0490888314308904,1.0441379580450123,1.0315678614321997
2022-12-01,1.069775273570569,1.0513795147886382,1.0474045657143092,1.0431114595676887,1.0302679582661305
2022-12-02,1.0594918979559533,1.0432191468717829,1.038432297494477,1.0351326822304074,1.020512746200205
2022-12-05,1.0476990308704275,1.0351215670371916,1.0291515407047132,1.0291077974336993,1.0131398371269356
2022-12-06,1.056340945531566,1.0432288526909406,1.0367210870431454,1.0385951633342592,1.0222682265418939
2022-12-07,1.057300136681324,1.0457387904752546,1.0398814816061495,1.0443707303046201,1.028557729860432
2022-12-08,1.056289891333008,1.0441680233461086,1.0379128494039898,1.0404195247650505,1.0248488893832837
2022-12-09,1.0557164601653624,1.0434630389065613,1.0375405286701491,1.0387431265434781,1.0247263149639363
2022-12-12,1.0568669680065903,1.0435664150685697,1.0378716260705245,1.0388994349677558,1.022578376753925
2022-12-13,1.0726498185727673,1.0551216312682365,1.0492378751127973,1.047537132767783,1.0310901261714762
2022-12-14,1.063887851835415,1.0483867686897776,1.0429954742152372,1.0414843283181945,1.0266427728733154
2022-12-15,1.053540827139457,1.0423392800678897,1.0353503268509974,1.0397349966251996,1.0219646587787454
2022-12-16,1.054836687163346,1.0444303671514124,1.0394913928687222,1.0457111282116103,1.0311305280720193
2022-12-19,1.0427033416328344,1.0331649862751926,1.0290490783993083,1.0340149588206589,1.0205028508146379
2022-12-20,1.0386815025351408,1.024389590578217,1.0196868970566944,1.0196958232805537,1.007643990419767
2022-12-21,1.017713057382506,1.008142173653611,1.0055081590078394,1.0044331070988293,0.9964853852369384
2022-12-22,1.012895625715807,1.0052643693851548,1.0027541335205072,1.004295198919209,0.994708792403007
2022-12-23,1.0143267530514013,1.0047701696719977,1.002769297472044,1.0013370185271604,0.9919670383504349
2022-12-28,1.0139354135114391,1.0049284427192695,1.002466042187834,1.0017315770028505,0.9926334159908042
2022-12-29,1.0244824731056044,1.0123698493530822,1.0096067281574208,1.007670674160212,0.9967773052925857
2022-12-30,1.0164638734343392,1.005617450115326,1.0030667445894061,1.0017568667815846,0.9916595949598754
2023-01-04,1.022272347509438,1.009045567983259,1.0044907993186671,1.0032100493793472,0.9884966105411606
2023-01-05,1.0275833847087983,1.0137514435764137,1.0088822292762911,1.0081047441989945,0.9912208127915557
2023-01-06,1.0427100544944048,1.0241680521486711,1.0179530765239515,1.0150204875838584,0.9952387961761098
2023-01-10,1.0444730908775088,1.0243539157567936,1.01870334361686,1.0133744256442903,0.9961288382107119
2023-01-11,1.059186028076471,1.0346607347082954,1.0293558691391338,1.020260686435233,1.0023308724308524
